quad,year,species,cover
Q16,41,Hesperostipa comata,0
Q16,41,Pseudoroegneria spicata,0
Q16,42,Poa secunda,0
Q16,42,Artemisia tripartita,0
Q16,42,Hesperostipa comata,0
Q16,42,Pseudoroegneria spicata,0
Q16,45,Poa secunda,0
Q16,45,Artemisia tripartita,0
Q16,45,Hesperostipa comata,0
Q16,45,Pseudoroegneria spicata,0
Q16,46,Poa secunda,0
Q16,46,Artemisia tripartita,0
Q16,46,Hesperostipa comata,0
Q16,46,Pseudoroegneria spicata,0
Q16,47,Poa secunda,0
Q16,47,Artemisia tripartita,0
Q16,47,Hesperostipa comata,0
Q16,47,Pseudoroegneria spicata,0
Q16,49,Poa secunda,0
Q16,49,Artemisia tripartita,0
Q16,49,Hesperostipa comata,0
Q16,49,Pseudoroegneria spicata,0
Q16,50,Poa secunda,0
Q16,50,Artemisia tripartita,0
Q16,50,Hesperostipa comata,0
Q16,50,Pseudoroegneria spicata,0
Q16,51,Poa secunda,0
Q16,51,Artemisia tripartita,0
Q16,51,Hesperostipa comata,0
Q16,51,Pseudoroegneria spicata,0
Q16,52,Artemisia tripartita,0.205251891
Q16,52,Hesperostipa comata,7.50E-05
Q16,52,Poa secunda,0.000948256
Q16,52,Pseudoroegneria spicata,0.013402246
Q16,54,Poa secunda,0
Q16,54,Artemisia tripartita,0
Q16,54,Hesperostipa comata,0
Q16,54,Pseudoroegneria spicata,0
Q16,55,Poa secunda,0
Q16,55,Artemisia tripartita,0
Q16,55,Hesperostipa comata,0
Q16,55,Pseudoroegneria spicata,0
Q16,56,Artemisia tripartita,0.240034812
Q16,56,Poa secunda,2.50E-05
Q16,56,Pseudoroegneria spicata,0.011141491
Q16,56,Hesperostipa comata,0
Q16,57,Artemisia tripartita,0.239069478
Q16,57,Poa secunda,0.000859849
Q16,57,Pseudoroegneria spicata,0.011529659
Q16,57,Hesperostipa comata,0
Q17,30,Artemisia tripartita,0.058398459
Q17,30,Pseudoroegneria spicata,0.006577997
Q17,31,Artemisia tripartita,0.057426316
Q17,31,Poa secunda,0.000314293
Q17,31,Pseudoroegneria spicata,0.007711276
Q17,32,Artemisia tripartita,0.089116223
Q17,32,Poa secunda,0.000211528
Q17,32,Pseudoroegneria spicata,0.002881474
Q17,34,Artemisia tripartita,0.09171
Q17,34,Poa secunda,0.000191856
Q17,34,Pseudoroegneria spicata,0.00446329
Q17,35,Artemisia tripartita,0.105353569
Q17,35,Poa secunda,0.000329191
Q17,35,Pseudoroegneria spicata,0.004984945
Q17,52,Artemisia tripartita,0.068932223
Q17,52,Hesperostipa comata,1.00E-04
Q17,52,Poa secunda,0.001831225
Q17,52,Pseudoroegneria spicata,0.025204879
Q17,56,Artemisia tripartita,0.141484681
Q17,56,Poa secunda,0.000967133
Q17,56,Pseudoroegneria spicata,0.010798314
Q17,57,Artemisia tripartita,0.149657976
Q17,57,Poa secunda,0.002286616
Q17,57,Pseudoroegneria spicata,0.006023958
Q17,23,Poa secunda,0
Q17,23,Artemisia tripartita,0
Q17,23,Hesperostipa comata,0
Q17,23,Pseudoroegneria spicata,0
Q17,26,Poa secunda,0
Q17,26,Artemisia tripartita,0
Q17,26,Hesperostipa comata,0
Q17,26,Pseudoroegneria spicata,0
Q17,27,Poa secunda,0
Q17,27,Artemisia tripartita,0
Q17,27,Hesperostipa comata,0
Q17,27,Pseudoroegneria spicata,0
Q17,29,Poa secunda,0
Q17,29,Artemisia tripartita,0
Q17,29,Hesperostipa comata,0
Q17,29,Pseudoroegneria spicata,0
Q17,30,Artemisia tripartita,0.058398459
Q17,30,Pseudoroegneria spicata,0.006577997
Q17,30,Poa secunda,0
Q17,30,Hesperostipa comata,0
Q17,31,Artemisia tripartita,0.057426316
Q17,31,Poa secunda,0.000314293
Q17,31,Pseudoroegneria spicata,0.007711276
Q17,31,Hesperostipa comata,0
Q17,32,Artemisia tripartita,0.089116223
Q17,32,Poa secunda,0.000211528
Q17,32,Pseudoroegneria spicata,0.002881474
Q17,32,Hesperostipa comata,0
Q17,33,Poa secunda,0
Q17,33,Artemisia tripartita,0
Q17,33,Hesperostipa comata,0
Q17,33,Pseudoroegneria spicata,0
Q17,34,Artemisia tripartita,0.09171
Q17,34,Poa secunda,0.000191856
Q17,34,Pseudoroegneria spicata,0.00446329
Q17,34,Hesperostipa comata,0
Q17,35,Artemisia tripartita,0.105353569
Q17,35,Poa secunda,0.000329191
Q17,35,Pseudoroegneria spicata,0.004984945
Q17,35,Hesperostipa comata,0
Q17,36,Poa secunda,0
Q17,36,Artemisia tripartita,0
Q17,36,Hesperostipa comata,0
Q17,36,Pseudoroegneria spicata,0
Q17,37,Poa secunda,0
Q17,37,Artemisia tripartita,0
Q17,37,Hesperostipa comata,0
Q17,37,Pseudoroegneria spicata,0
Q17,38,Poa secunda,0
Q17,38,Artemisia tripartita,0
Q17,38,Hesperostipa comata,0
Q17,38,Pseudoroegneria spicata,0
Q17,39,Poa secunda,0
Q17,39,Artemisia tripartita,0
Q17,39,Hesperostipa comata,0
Q17,39,Pseudoroegneria spicata,0
Q17,40,Poa secunda,0
Q17,40,Artemisia tripartita,0
Q17,40,Hesperostipa comata,0
Q17,40,Pseudoroegneria spicata,0
Q17,41,Poa secunda,0
Q17,41,Artemisia tripartita,0
Q17,41,Hesperostipa comata,0
Q17,41,Pseudoroegneria spicata,0
Q17,42,Poa secunda,0
Q17,42,Artemisia tripartita,0
Q17,42,Hesperostipa comata,0
Q17,42,Pseudoroegneria spicata,0
Q17,45,Poa secunda,0
Q17,45,Artemisia tripartita,0
Q17,45,Hesperostipa comata,0
Q17,45,Pseudoroegneria spicata,0
Q17,46,Poa secunda,0
Q17,46,Artemisia tripartita,0
Q17,46,Hesperostipa comata,0
Q17,46,Pseudoroegneria spicata,0
Q17,47,Poa secunda,0
Q17,47,Artemisia tripartita,0
Q17,47,Hesperostipa comata,0
Q17,47,Pseudoroegneria spicata,0
Q17,49,Poa secunda,0
Q17,49,Artemisia tripartita,0
Q17,49,Hesperostipa comata,0
Q17,49,Pseudoroegneria spicata,0
Q17,50,Poa secunda,0
Q17,50,Artemisia tripartita,0
Q17,50,Hesperostipa comata,0
Q17,50,Pseudoroegneria spicata,0
Q17,51,Poa secunda,0
Q17,51,Artemisia tripartita,0
Q17,51,Hesperostipa comata,0
Q17,51,Pseudoroegneria spicata,0
Q17,52,Artemisia tripartita,0.068932223
Q17,52,Hesperostipa comata,1.00E-04
Q17,52,Poa secunda,0.001831225
Q17,52,Pseudoroegneria spicata,0.025204879
Q17,54,Poa secunda,0
Q17,54,Artemisia tripartita,0
Q17,54,Hesperostipa comata,0
Q17,54,Pseudoroegneria spicata,0
Q17,55,Poa secunda,0
Q17,55,Artemisia tripartita,0
Q17,55,Hesperostipa comata,0
Q17,55,Pseudoroegneria spicata,0
Q17,56,Artemisia tripartita,0.141484681
Q17,56,Poa secunda,0.000967133
Q17,56,Pseudoroegneria spicata,0.010798314
Q17,56,Hesperostipa comata,0
Q17,57,Artemisia tripartita,0.149657976
Q17,57,Poa secunda,0.002286616
Q17,57,Pseudoroegneria spicata,0.006023958
Q17,57,Hesperostipa comata,0
Q18,30,Artemisia tripartita,0.023271426
Q18,30,Hesperostipa comata,0.003216986
Q18,30,Poa secunda,0.001012135
Q18,30,Pseudoroegneria spicata,0.003917508
Q18,31,Artemisia tripartita,0.027152888
Q18,31,Hesperostipa comata,0.005596065
Q18,31,Poa secunda,0.001731718
Q18,31,Pseudoroegneria spicata,0.00489997
Q18,32,Artemisia tripartita,0.022151042
Q18,32,Hesperostipa comata,0.004402847
Q18,32,Poa secunda,9.22E-05
Q18,32,Pseudoroegneria spicata,0.001401464
Q18,34,Artemisia tripartita,0.004373111
Q18,34,Hesperostipa comata,0.008203102
Q18,34,Poa secunda,0.001060706
Q18,34,Pseudoroegneria spicata,0.006720623
Q18,35,Artemisia tripartita,0.015873507
Q18,35,Hesperostipa comata,0.005374809
Q18,35,Poa secunda,0.00095037
Q18,35,Pseudoroegneria spicata,0.00331946
Q18,52,Artemisia tripartita,0.335222349
Q18,52,Hesperostipa comata,0.025246702
Q18,52,Poa secunda,0.001486745
Q18,52,Pseudoroegneria spicata,0.000597838
Q18,56,Artemisia tripartita,0.157838985
Q18,56,Hesperostipa comata,0.021074052
Q18,56,Poa secunda,0.002545404
Q18,57,Artemisia tripartita,0.160066254
Q18,57,Hesperostipa comata,0.023157702
Q18,57,Poa secunda,0.003760075
Q18,57,Pseudoroegneria spicata,0.002431215
Q18,23,Poa secunda,0
Q18,23,Artemisia tripartita,0
Q18,23,Hesperostipa comata,0
Q18,23,Pseudoroegneria spicata,0
Q18,26,Poa secunda,0
Q18,26,Artemisia tripartita,0
Q18,26,Hesperostipa comata,0
Q18,26,Pseudoroegneria spicata,0
Q18,27,Poa secunda,0
Q18,27,Artemisia tripartita,0
Q18,27,Hesperostipa comata,0
Q18,27,Pseudoroegneria spicata,0
Q18,29,Poa secunda,0
Q18,29,Artemisia tripartita,0
Q18,29,Hesperostipa comata,0
Q18,29,Pseudoroegneria spicata,0
Q18,30,Artemisia tripartita,0.023271426
Q18,30,Hesperostipa comata,0.003216986
Q18,30,Poa secunda,0.001012135
Q18,30,Pseudoroegneria spicata,0.003917508
Q18,31,Artemisia tripartita,0.027152888
Q18,31,Hesperostipa comata,0.005596065
Q18,31,Poa secunda,0.001731718
Q18,31,Pseudoroegneria spicata,0.00489997
Q18,32,Artemisia tripartita,0.022151042
Q18,32,Hesperostipa comata,0.004402847
Q18,32,Poa secunda,9.22E-05
Q18,32,Pseudoroegneria spicata,0.001401464
Q18,33,Poa secunda,0
Q18,33,Artemisia tripartita,0
Q18,33,Hesperostipa comata,0
Q18,33,Pseudoroegneria spicata,0
Q18,34,Artemisia tripartita,0.004373111
Q18,34,Hesperostipa comata,0.008203102
Q18,34,Poa secunda,0.001060706
Q18,34,Pseudoroegneria spicata,0.006720623
Q18,35,Artemisia tripartita,0.015873507
Q18,35,Hesperostipa comata,0.005374809
Q18,35,Poa secunda,0.00095037
Q18,35,Pseudoroegneria spicata,0.00331946
Q18,36,Poa secunda,0
Q18,36,Artemisia tripartita,0
Q18,36,Hesperostipa comata,0
Q18,36,Pseudoroegneria spicata,0
Q18,37,Poa secunda,0
Q18,37,Artemisia tripartita,0
Q18,37,Hesperostipa comata,0
Q18,37,Pseudoroegneria spicata,0
Q18,38,Poa secunda,0
Q18,38,Artemisia tripartita,0
Q18,38,Hesperostipa comata,0
Q18,38,Pseudoroegneria spicata,0
Q18,39,Poa secunda,0
Q18,39,Artemisia tripartita,0
Q18,39,Hesperostipa comata,0
Q18,39,Pseudoroegneria spicata,0
Q18,40,Poa secunda,0
Q18,40,Artemisia tripartita,0
Q18,40,Hesperostipa comata,0
Q18,40,Pseudoroegneria spicata,0
Q18,41,Poa secunda,0
Q18,41,Artemisia tripartita,0
Q18,41,Hesperostipa comata,0
Q18,41,Pseudoroegneria spicata,0
Q18,42,Poa secunda,0
Q18,42,Artemisia tripartita,0
Q18,42,Hesperostipa comata,0
Q18,42,Pseudoroegneria spicata,0
Q18,45,Poa secunda,0
Q18,45,Artemisia tripartita,0
Q18,45,Hesperostipa comata,0
Q18,45,Pseudoroegneria spicata,0
Q18,46,Poa secunda,0
Q18,46,Artemisia tripartita,0
Q18,46,Hesperostipa comata,0
Q18,46,Pseudoroegneria spicata,0
Q18,47,Poa secunda,0
Q18,47,Artemisia tripartita,0
Q18,47,Hesperostipa comata,0
Q18,47,Pseudoroegneria spicata,0
Q18,49,Poa secunda,0
Q18,49,Artemisia tripartita,0
Q18,49,Hesperostipa comata,0
Q18,49,Pseudoroegneria spicata,0
Q18,50,Poa secunda,0
Q18,50,Artemisia tripartita,0
Q18,50,Hesperostipa comata,0
Q18,50,Pseudoroegneria spicata,0
Q18,51,Poa secunda,0
Q18,51,Artemisia tripartita,0
Q18,51,Hesperostipa comata,0
Q18,51,Pseudoroegneria spicata,0
Q18,52,Artemisia tripartita,0.335222349
Q18,52,Hesperostipa comata,0.025246702
Q18,52,Poa secunda,0.001486745
Q18,52,Pseudoroegneria spicata,0.000597838
Q18,54,Poa secunda,0
Q18,54,Artemisia tripartita,0
Q18,54,Hesperostipa comata,0
Q18,54,Pseudoroegneria spicata,0
Q18,55,Poa secunda,0
Q18,55,Artemisia tripartita,0
Q18,55,Hesperostipa comata,0
Q18,55,Pseudoroegneria spicata,0
Q18,56,Artemisia tripartita,0.157838985
Q18,56,Hesperostipa comata,0.021074052
Q18,56,Poa secunda,0.002545404
Q18,56,Pseudoroegneria spicata,0
Q18,57,Artemisia tripartita,0.160066254
Q18,57,Hesperostipa comata,0.023157702
Q18,57,Poa secunda,0.003760075
Q18,57,Pseudoroegneria spicata,0.002431215
Q19,23,Artemisia tripartita,0.004214977
Q19,23,Poa secunda,0.000546129
Q19,23,Pseudoroegneria spicata,0.042287108
Q19,26,Artemisia tripartita,0.00251846
Q19,26,Poa secunda,0.006935001
Q19,26,Pseudoroegneria spicata,0.06548176
Q19,27,Poa secunda,0.003064935
Q19,27,Pseudoroegneria spicata,0.057680192
Q19,29,Poa secunda,0.002240232
Q19,29,Pseudoroegneria spicata,0.030706228
Q19,30,Poa secunda,0.003011712
Q19,30,Pseudoroegneria spicata,0.036430987
Q19,31,Poa secunda,0.0026066
Q19,31,Pseudoroegneria spicata,0.041638608
Q19,32,Hesperostipa comata,0.001038096
Q19,32,Poa secunda,0.005220001
Q19,32,Pseudoroegneria spicata,0.034555043
Q19,33,Poa secunda,0.004713563
Q19,33,Pseudoroegneria spicata,0.043943916
Q19,34,Hesperostipa comata,7.50E-05
Q19,34,Poa secunda,0.00255455
Q19,34,Pseudoroegneria spicata,0.026942824
Q19,35,Artemisia tripartita,0.004243219
Q19,35,Hesperostipa comata,0.000230585
Q19,35,Poa secunda,0.004981033
Q19,35,Pseudoroegneria spicata,0.019961969
Q19,36,Artemisia tripartita,0.00497734
Q19,36,Poa secunda,0.005077985
Q19,36,Pseudoroegneria spicata,0.028842047
Q19,37,Artemisia tripartita,0.009145551
Q19,37,Poa secunda,0.006802306
Q19,37,Pseudoroegneria spicata,0.015814133
Q19,38,Artemisia tripartita,0.012841136
Q19,38,Hesperostipa comata,5.00E-05
Q19,38,Poa secunda,0.003864634
Q19,38,Pseudoroegneria spicata,0.02332961
Q19,39,Artemisia tripartita,0.011212759
Q19,39,Hesperostipa comata,8.02E-05
Q19,39,Poa secunda,0.003798945
Q19,39,Pseudoroegneria spicata,0.022886501
Q19,40,Artemisia tripartita,0.01735389
Q19,40,Hesperostipa comata,8.22E-05
Q19,40,Poa secunda,0.001843967
Q19,40,Pseudoroegneria spicata,0.022979389
Q19,41,Artemisia tripartita,0.029325909
Q19,41,Hesperostipa comata,0.000423996
Q19,41,Poa secunda,0.003246987
Q19,41,Pseudoroegneria spicata,0.016171135
Q19,42,Artemisia tripartita,0.028943636
Q19,42,Hesperostipa comata,0.000383448
Q19,42,Poa secunda,0.002964613
Q19,42,Pseudoroegneria spicata,0.010151929
Q19,45,Artemisia tripartita,0.090698154
Q19,45,Hesperostipa comata,0.00176796
Q19,45,Poa secunda,0.005668918
Q19,45,Pseudoroegneria spicata,0.009100066
Q19,46,Artemisia tripartita,0.063809483
Q19,46,Hesperostipa comata,0.002468568
Q19,46,Poa secunda,0.0077843
Q19,46,Pseudoroegneria spicata,0.011352177
Q19,47,Artemisia tripartita,0.059738517
Q19,47,Hesperostipa comata,0.002047647
Q19,47,Poa secunda,0.008747026
Q19,47,Pseudoroegneria spicata,0.013976767
Q19,49,Artemisia tripartita,0.042283788
Q19,49,Hesperostipa comata,0.003599977
Q19,49,Poa secunda,0.002671915
Q19,49,Pseudoroegneria spicata,0.011468507
Q19,50,Artemisia tripartita,0.064501932
Q19,50,Hesperostipa comata,0.002786386
Q19,50,Poa secunda,0.003177741
Q19,50,Pseudoroegneria spicata,0.015986068
Q19,51,Artemisia tripartita,0.058980393
Q19,51,Hesperostipa comata,0.003650151
Q19,51,Poa secunda,0.002410795
Q19,51,Pseudoroegneria spicata,0.011810422
Q19,52,Artemisia tripartita,0.076658074
Q19,52,Hesperostipa comata,0.003961999
Q19,52,Poa secunda,0.005078693
Q19,52,Pseudoroegneria spicata,0.009613306
Q19,54,Artemisia tripartita,0.097673488
Q19,54,Hesperostipa comata,0.002145206
Q19,54,Poa secunda,0.002823598
Q19,54,Pseudoroegneria spicata,0.011531554
Q19,55,Artemisia tripartita,0.122517723
Q19,55,Hesperostipa comata,0.002148666
Q19,55,Poa secunda,0.001024225
Q19,55,Pseudoroegneria spicata,0.009776515
Q19,56,Artemisia tripartita,0.045188439
Q19,56,Hesperostipa comata,0.001998943
Q19,56,Poa secunda,0.00131319
Q19,56,Pseudoroegneria spicata,0.006103319
Q19,23,Artemisia tripartita,0.004214977
Q19,23,Poa secunda,0.000546129
Q19,23,Pseudoroegneria spicata,0.042287108
Q19,23,Hesperostipa comata,0
Q19,26,Artemisia tripartita,0.00251846
Q19,26,Poa secunda,0.006935001
Q19,26,Pseudoroegneria spicata,0.06548176
Q19,26,Hesperostipa comata,0
Q19,27,Poa secunda,0.003064935
Q19,27,Pseudoroegneria spicata,0.057680192
Q19,27,Artemisia tripartita,0
Q19,27,Hesperostipa comata,0
Q19,29,Poa secunda,0.002240232
Q19,29,Pseudoroegneria spicata,0.030706228
Q19,29,Artemisia tripartita,0
Q19,29,Hesperostipa comata,0
Q19,30,Poa secunda,0.003011712
Q19,30,Pseudoroegneria spicata,0.036430987
Q19,30,Artemisia tripartita,0
Q19,30,Hesperostipa comata,0
Q19,31,Poa secunda,0.0026066
Q19,31,Pseudoroegneria spicata,0.041638608
Q19,31,Artemisia tripartita,0
Q19,31,Hesperostipa comata,0
Q19,32,Hesperostipa comata,0.001038096
Q19,32,Poa secunda,0.005220001
Q19,32,Pseudoroegneria spicata,0.034555043
Q19,32,Artemisia tripartita,0
Q19,33,Poa secunda,0.004713563
Q19,33,Pseudoroegneria spicata,0.043943916
Q19,33,Artemisia tripartita,0
Q19,33,Hesperostipa comata,0
Q19,34,Hesperostipa comata,7.50E-05
Q19,34,Poa secunda,0.00255455
Q19,34,Pseudoroegneria spicata,0.026942824
Q19,34,Artemisia tripartita,0
Q19,35,Artemisia tripartita,0.004243219
Q19,35,Hesperostipa comata,0.000230585
Q19,35,Poa secunda,0.004981033
Q19,35,Pseudoroegneria spicata,0.019961969
Q19,36,Artemisia tripartita,0.00497734
Q19,36,Poa secunda,0.005077985
Q19,36,Pseudoroegneria spicata,0.028842047
Q19,36,Hesperostipa comata,0
Q19,37,Artemisia tripartita,0.009145551
Q19,37,Poa secunda,0.006802306
Q19,37,Pseudoroegneria spicata,0.015814133
Q19,37,Hesperostipa comata,0
Q19,38,Artemisia tripartita,0.012841136
Q19,38,Hesperostipa comata,5.00E-05
Q19,38,Poa secunda,0.003864634
Q19,38,Pseudoroegneria spicata,0.02332961
Q19,39,Artemisia tripartita,0.011212759
Q19,39,Hesperostipa comata,8.02E-05
Q19,39,Poa secunda,0.003798945
Q19,39,Pseudoroegneria spicata,0.022886501
Q19,40,Artemisia tripartita,0.01735389
Q19,40,Hesperostipa comata,8.22E-05
Q19,40,Poa secunda,0.001843967
Q19,40,Pseudoroegneria spicata,0.022979389
Q19,41,Artemisia tripartita,0.029325909
Q19,41,Hesperostipa comata,0.000423996
Q19,41,Poa secunda,0.003246987
Q19,41,Pseudoroegneria spicata,0.016171135
Q19,42,Artemisia tripartita,0.028943636
Q19,42,Hesperostipa comata,0.000383448
Q19,42,Poa secunda,0.002964613
Q19,42,Pseudoroegneria spicata,0.010151929
Q19,45,Artemisia tripartita,0.090698154
Q19,45,Hesperostipa comata,0.00176796
Q19,45,Poa secunda,0.005668918
Q19,45,Pseudoroegneria spicata,0.009100066
Q19,46,Artemisia tripartita,0.063809483
Q19,46,Hesperostipa comata,0.002468568
Q19,46,Poa secunda,0.0077843
Q19,46,Pseudoroegneria spicata,0.011352177
Q19,47,Artemisia tripartita,0.059738517
Q19,47,Hesperostipa comata,0.002047647
Q19,47,Poa secunda,0.008747026
Q19,47,Pseudoroegneria spicata,0.013976767
Q19,49,Artemisia tripartita,0.042283788
Q19,49,Hesperostipa comata,0.003599977
Q19,49,Poa secunda,0.002671915
Q19,49,Pseudoroegneria spicata,0.011468507
Q19,50,Artemisia tripartita,0.064501932
Q19,50,Hesperostipa comata,0.002786386
Q19,50,Poa secunda,0.003177741
Q19,50,Pseudoroegneria spicata,0.015986068
Q19,51,Artemisia tripartita,0.058980393
Q19,51,Hesperostipa comata,0.003650151
Q19,51,Poa secunda,0.002410795
Q19,51,Pseudoroegneria spicata,0.011810422
Q19,52,Artemisia tripartita,0.076658074
Q19,52,Hesperostipa comata,0.003961999
Q19,52,Poa secunda,0.005078693
Q19,52,Pseudoroegneria spicata,0.009613306
Q19,54,Artemisia tripartita,0.097673488
Q19,54,Hesperostipa comata,0.002145206
Q19,54,Poa secunda,0.002823598
Q19,54,Pseudoroegneria spicata,0.011531554
Q19,55,Artemisia tripartita,0.122517723
Q19,55,Hesperostipa comata,0.002148666
Q19,55,Poa secunda,0.001024225
Q19,55,Pseudoroegneria spicata,0.009776515
Q19,56,Artemisia tripartita,0.045188439
Q19,56,Hesperostipa comata,0.001998943
Q19,56,Poa secunda,0.00131319
Q19,56,Pseudoroegneria spicata,0.006103319
Q19,57,Poa secunda,0
Q19,57,Artemisia tripartita,0
Q19,57,Hesperostipa comata,0
Q19,57,Pseudoroegneria spicata,0
Q2,32,Artemisia tripartita,0.038429982
Q2,32,Hesperostipa comata,0.000436419
Q2,32,Poa secunda,0.002843724
Q2,32,Pseudoroegneria spicata,0.012655558
Q2,33,Artemisia tripartita,0.0380506
Q2,33,Hesperostipa comata,0.000513682
Q2,33,Poa secunda,0.000960774
Q2,33,Pseudoroegneria spicata,0.009356883
Q2,34,Artemisia tripartita,0.011770817
Q2,34,Hesperostipa comata,5.00E-05
Q2,34,Poa secunda,0.00081989
Q2,34,Pseudoroegneria spicata,0.006087833
Q2,35,Artemisia tripartita,0.037045375
Q2,35,Poa secunda,0.002280996
Q2,35,Pseudoroegneria spicata,0.009114592
Q2,36,Artemisia tripartita,0.027760129
Q2,36,Hesperostipa comata,0.003225
Q2,36,Poa secunda,0.002116745
Q2,36,Pseudoroegneria spicata,0.012459301
Q2,37,Artemisia tripartita,0.040204849
Q2,37,Hesperostipa comata,2.50E-05
Q2,37,Poa secunda,0.001453334
Q2,37,Pseudoroegneria spicata,0.008598647
Q2,38,Artemisia tripartita,0.050525373
Q2,38,Hesperostipa comata,7.50E-05
Q2,38,Poa secunda,0.002767081
Q2,38,Pseudoroegneria spicata,0.011824867
Q2,39,Artemisia tripartita,0.041675326
Q2,39,Poa secunda,0.00470877
Q2,39,Pseudoroegneria spicata,0.012512735
Q2,40,Artemisia tripartita,0.039184657
Q2,40,Poa secunda,0.003087986
Q2,40,Pseudoroegneria spicata,0.010244796
Q2,41,Artemisia tripartita,0.03416803
Q2,41,Poa secunda,0.003680235
Q2,41,Pseudoroegneria spicata,0.007143442
Q2,42,Artemisia tripartita,0.037453859
Q2,42,Poa secunda,0.003418494
Q2,42,Pseudoroegneria spicata,0.005122732
Q2,45,Artemisia tripartita,0.072207021
Q2,45,Poa secunda,0.011699868
Q2,45,Pseudoroegneria spicata,0.002407169
Q2,46,Artemisia tripartita,0.045086877
Q2,46,Poa secunda,0.008635393
Q2,46,Pseudoroegneria spicata,0.003533499
Q2,47,Artemisia tripartita,0.029987437
Q2,47,Hesperostipa comata,2.50E-05
Q2,47,Poa secunda,0.012398805
Q2,47,Pseudoroegneria spicata,0.006326998
Q2,49,Artemisia tripartita,0.026947614
Q2,49,Poa secunda,0.001123612
Q2,49,Pseudoroegneria spicata,0.005550292
Q2,50,Artemisia tripartita,0.020760811
Q2,50,Poa secunda,0.003521599
Q2,50,Pseudoroegneria spicata,0.004936042
Q2,51,Artemisia tripartita,0.031585533
Q2,51,Poa secunda,0.004263409
Q2,51,Pseudoroegneria spicata,0.006456441
Q2,52,Artemisia tripartita,0.036192914
Q2,52,Poa secunda,0.00551758
Q2,52,Pseudoroegneria spicata,0.008230344
Q2,54,Artemisia tripartita,0.015337776
Q2,54,Poa secunda,0.002489761
Q2,54,Pseudoroegneria spicata,0.010578953
Q2,55,Artemisia tripartita,0.014775885
Q2,55,Poa secunda,0.0024713
Q2,55,Pseudoroegneria spicata,0.011304654
Q2,56,Artemisia tripartita,0.014509917
Q2,56,Poa secunda,0.001140266
Q2,56,Pseudoroegneria spicata,0.010525901
Q2,23,Poa secunda,0
Q2,23,Artemisia tripartita,0
Q2,23,Hesperostipa comata,0
Q2,23,Pseudoroegneria spicata,0
Q2,26,Poa secunda,0
Q2,26,Artemisia tripartita,0
Q2,26,Hesperostipa comata,0
Q2,26,Pseudoroegneria spicata,0
Q2,27,Poa secunda,0
Q2,27,Artemisia tripartita,0
Q2,27,Hesperostipa comata,0
Q2,27,Pseudoroegneria spicata,0
Q2,29,Poa secunda,0
Q2,29,Artemisia tripartita,0
Q2,29,Hesperostipa comata,0
Q2,29,Pseudoroegneria spicata,0
Q2,30,Poa secunda,0
Q2,30,Artemisia tripartita,0
Q2,30,Hesperostipa comata,0
Q2,30,Pseudoroegneria spicata,0
Q2,31,Poa secunda,0
Q2,31,Artemisia tripartita,0
Q2,31,Hesperostipa comata,0
Q2,31,Pseudoroegneria spicata,0
Q2,32,Artemisia tripartita,0.038429982
Q2,32,Hesperostipa comata,0.000436419
Q2,32,Poa secunda,0.002843724
Q2,32,Pseudoroegneria spicata,0.012655558
Q2,33,Artemisia tripartita,0.0380506
Q2,33,Hesperostipa comata,0.000513682
Q2,33,Poa secunda,0.000960774
Q2,33,Pseudoroegneria spicata,0.009356883
Q2,34,Artemisia tripartita,0.011770817
Q2,34,Hesperostipa comata,5.00E-05
Q2,34,Poa secunda,0.00081989
Q2,34,Pseudoroegneria spicata,0.006087833
Q2,35,Artemisia tripartita,0.037045375
Q2,35,Poa secunda,0.002280996
Q2,35,Pseudoroegneria spicata,0.009114592
Q2,35,Hesperostipa comata,0
Q2,36,Artemisia tripartita,0.027760129
Q2,36,Hesperostipa comata,0.003225
Q2,36,Poa secunda,0.002116745
Q2,36,Pseudoroegneria spicata,0.012459301
Q2,37,Artemisia tripartita,0.040204849
Q2,37,Hesperostipa comata,2.50E-05
Q2,37,Poa secunda,0.001453334
Q2,37,Pseudoroegneria spicata,0.008598647
Q2,38,Artemisia tripartita,0.050525373
Q2,38,Hesperostipa comata,7.50E-05
Q2,38,Poa secunda,0.002767081
Q2,38,Pseudoroegneria spicata,0.011824867
Q2,39,Artemisia tripartita,0.041675326
Q2,39,Poa secunda,0.00470877
Q2,39,Pseudoroegneria spicata,0.012512735
Q2,39,Hesperostipa comata,0
Q2,40,Artemisia tripartita,0.039184657
Q2,40,Poa secunda,0.003087986
Q2,40,Pseudoroegneria spicata,0.010244796
Q2,40,Hesperostipa comata,0
Q2,41,Artemisia tripartita,0.03416803
Q2,41,Poa secunda,0.003680235
Q2,41,Pseudoroegneria spicata,0.007143442
Q2,41,Hesperostipa comata,0
Q2,42,Artemisia tripartita,0.037453859
Q2,42,Poa secunda,0.003418494
Q2,42,Pseudoroegneria spicata,0.005122732
Q2,42,Hesperostipa comata,0
Q2,45,Artemisia tripartita,0.072207021
Q2,45,Poa secunda,0.011699868
Q2,45,Pseudoroegneria spicata,0.002407169
Q2,45,Hesperostipa comata,0
Q2,46,Artemisia tripartita,0.045086877
Q2,46,Poa secunda,0.008635393
Q2,46,Pseudoroegneria spicata,0.003533499
Q2,46,Hesperostipa comata,0
Q2,47,Artemisia tripartita,0.029987437
Q2,47,Hesperostipa comata,2.50E-05
Q2,47,Poa secunda,0.012398805
