Site,Spp,Site_code,Species,Tree,Tree_ID,Branch,Branch_ID,Diameter,Length,Wood_Wet_wt ,Wood_ratio,wood_dry_wt,Leaf_Wet_wt,Leaf_ratio,Leaf_dry_wt,Aggregated_Wood_Wt,Aggregated_Leaf_Wt,Total_Mass,Light,Light_SD,Fire,MAP,Lat
Lakamane,Combretum glutinosum,3,3,8,Fh6,,S-E,0.4,56.1,4,0.56424229,2.256969161,8,0.423059277,3.384474216,-9999,-9999,-19998,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,8,Fh6_MS1,5,B1,2.2,126.1,350,0.56424229,197.4848016,282,0.423059277,119.3027161,197.4848016,119.3027161,316.7875177,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,9,fH13_MS1,1,A1,4.8,298.3,2300,0.56424229,1297.757268,758,0.423059277,320.678932,1517.811761,439.5585888,1957.37035,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,9,fH13_MS1,2,A2,2.4,173.6,390,0.56424229,220.0544932,281,0.423059277,118.8796568,220.0544932,118.8796568,338.9341501,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,9,fH13_MS1,3,B1,4.7,287.9,2325,0.56424229,1311.863325,752,0.423059277,318.1405763,1622.196585,439.9816481,2062.178233,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,9,fH13_MS1,4,B2,2.6,177.2,550,0.56424229,310.3332597,288,0.423059277,121.8410718,310.3332597,121.8410718,432.1743315,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,9,fH13_MS1,5,C1,5.2,261.7,3380,0.56424229,1907.138941,1038,0.423059277,439.1355295,2104.623743,477.2108645,2581.834607,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,9,fH13_MS1,6,C2,2.2,93.5,350,0.56424229,197.4848016,90,0.423059277,38.07533493,197.4848016,38.07533493,235.5601365,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,9,fH13_MS1,7,D1,4.6,224.4,1220,0.56424229,688.3755942,462,0.423059277,195.453386,688.3755942,195.453386,883.8289802,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,9,fH13_MS1,8,E1,3,222.6,1310,0.56424229,739.1574003,521,0.423059277,220.4138833,739.1574003,220.4138833,959.5712837,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,9,fH13_MS1,9,F1,3.1,196.5,910,0.56424229,513.4604842,491,0.423059277,207.722105,513.4604842,207.722105,721.1825892,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,9,fH13_MS1,10,G1,4,196.4,1475,0.56424229,832.2573782,576,0.423059277,243.6821436,832.2573782,243.6821436,1075.939522,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,9,fH13_MS1,11,H1,4.5,235.3,1325,0.56424229,747.6210347,645,0.423059277,272.8732337,747.6210347,272.8732337,1020.494268,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,9,fH13_MS1,12,I1,2.3,98.9,375,0.56424229,211.5908589,137,0.423059277,57.95912095,211.5908589,57.95912095,269.5499798,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,9,fH13_MS1,13,MS,10.2,299.5,8250,0.56424229,4654.998895,274,0.423059277,115.9182419,14359.96629,2949.569279,17309.53557,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,9,fH13_MS2,14,A1,4.1,229.1,1260,0.56424229,710.9452858,138,0.423059277,58.38218023,710.9452858,58.38218023,769.327466,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,9,fH13_MS2,15,B1,3.3,153.9,900,0.56424229,507.8180613,93,0.423059277,39.34451276,507.8180613,39.34451276,547.1625741,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,9,fH13_MS2,16,C1,4.1,188.2,2010,0.56424229,1134.127004,858,0.423059277,362.9848597,1337.254228,499.2099469,1836.464175,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,9,fH13_MS2,17,C2,2.6,153.8,360,0.56424229,203.1272245,322,0.423059277,136.2250872,203.1272245,136.2250872,339.3523117,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,9,fH13_MS2,18,D1,2.3,120.6,375,0.56424229,211.5908589,260,0.423059277,109.995412,211.5908589,109.995412,321.5862709,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,9,fH13_MS2,19,E1,2.1,105.4,360,0.56424229,203.1272245,311,0.423059277,131.5714351,203.1272245,131.5714351,334.6986597,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,9,fH13_MS2,20,MS,7.7,369.8,9250,0.56424229,5219.241186,1203,0.423059277,508.9403102,8393.104069,1483.668884,9876.772953,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,9,fH13_MS3,21,A1,3.4,212.1,890,0.56424229,502.1756384,335,0.423059277,141.7248578,981.7815852,199.2609195,1181.042505,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,9,fH13_MS3,22,A2,2.1,171.1,850,0.56424229,479.6059468,136,0.423059277,57.53606167,479.6059468,57.53606167,537.1420085,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,9,fH13_MS3,23,MS,4.4,247.8,1475,0.56424229,832.2573782,526,0.423059277,222.5291797,2293.64491,479.3261608,2772.971071,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,9,fH13_MS4,24,A1,2,111.9,310,0.56424229,174.91511,31,0.423059277,13.11483759,174.91511,13.11483759,188.0299476,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,9,fH13_MS4,25,MS,3.6,239.2,1390,0.56424229,784.2967836,68,0.423059277,28.76803084,959.2118936,41.88286842,1001.094762,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,9,fH13,,S-A,3,142.6,910,0.56424229,513.4604842,368,0.423059277,155.6858139,-9999,-9999,-19998,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,9,fH13,,S-B,2.2,154.3,250,0.56424229,141.0605726,110,0.423059277,46.53652047,-9999,-9999,-19998,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,9,fH13,,S-C,2.6,217.1,710,0.56424229,400.6120261,240,0.423059277,101.5342265,-9999,-9999,-19998,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,9,fH13,,S-D,0.5,69.2,18,0.56424229,10.15636123,15,0.423059277,6.345889155,-9999,-9999,-19998,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,9,fH13,,S-E,0.5,61.8,18,0.56424229,10.15636123,14,0.423059277,5.922829878,-9999,-9999,-19998,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,9,fH13,,S-F,0.6,87.8,15,0.56424229,8.463634355,6,0.423059277,2.538355662,-9999,-9999,-19998,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,10,fh9,1,A2,3.2,178.1,1025,0.56424229,578.3483476,419,0.423059277,177.2618371,578.3483476,177.2618371,755.6101847,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,10,fh9,2,A3,2.9,195.2,810,0.56424229,457.0362552,140,0.423059277,59.22829878,457.0362552,59.22829878,516.264554,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,10,fh9,3,A4,2.7,194,710,0.56424229,400.6120261,327,0.423059277,138.3403836,400.6120261,138.3403836,538.9524097,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,10,fh9,4,A5,2.4,142.7,925,0.56424229,521.9241186,526,0.423059277,222.5291797,521.9241186,222.5291797,744.4532983,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,10,fh9,5,A6,2.5,101.5,675,0.56424229,380.863546,555,0.423059277,234.7978987,380.863546,234.7978987,615.6614447,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,10,fh9,6,A1,7.8,368.9,7500,0.56424229,4231.817178,907,0.423059277,383.7147642,6570.601471,1215.872362,7786.473833,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,10,fh9,7,B2,3.3,230.7,1650,0.56424229,930.9997791,881,0.423059277,372.715223,930.9997791,372.715223,1303.715002,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,10,fh9,8,B3,3.5,172.6,1110,0.56424229,626.3089423,655,0.423059277,277.1038264,626.3089423,277.1038264,903.4127687,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,10,fh9,9,B4,4.3,188.3,1360,0.56424229,767.3695149,975,0.423059277,412.4827951,767.3695149,412.4827951,1179.85231,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,10,fh9,10,B5,2.1,170.2,890,0.56424229,502.1756384,731,0.423059277,309.2563315,502.1756384,309.2563315,811.4319699,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,10,fh9,11,B1,13.1,554.9,17250,0.56424229,9733.179508,948,0.423059277,401.0601946,12560.03338,1772.618371,14332.65175,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,10,fh9,12,C1,5.6,333.2,2975,0.56424229,1678.620814,454,0.423059277,192.0689118,1678.620814,192.0689118,1870.689726,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,10,fh9,13,D2-1,3.5,233.4,1190,0.56424229,671.4483255,1004,0.423059277,424.7515141,671.4483255,424.7515141,1096.19984,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,10,fh9,14,D2,4.7,259.3,2190,0.56424229,1235.690616,688,0.423059277,291.0647826,1907.138941,715.8162967,2622.955238,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,10,fh9,15,D3,3.2,263.4,1475,0.56424229,832.2573782,537,0.423059277,227.1828317,832.2573782,227.1828317,1059.44021,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,10,fh9,16,D4,5.1,267.5,2940,0.56424229,1658.872334,1008,0.423059277,426.4437512,1658.872334,426.4437512,2085.316085,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,10,fh9,17,D5,2.7,175.5,610,0.56424229,344.1877971,412,0.423059277,174.3004221,344.1877971,174.3004221,518.4882192,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,10,fh9,18,D1,9.7,408.4,12250,0.56424229,6911.968057,1187,0.423059277,502.1713618,11654.42451,2045.914664,13700.33917,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,10,fh9,19,E2-1,3.3,173.1,1025,0.56424229,578.3483476,348,0.423059277,147.2246284,578.3483476,147.2246284,725.572976,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,10,fh9,20,E2-2,2.6,183.1,760,0.56424229,428.8241407,408,0.423059277,172.608185,428.8241407,172.608185,601.4323257,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,10,fh9,21,E2,4.4,270.1,2150,0.56424229,1213.120924,373,0.423059277,157.8011103,2220.293412,477.6339237,2697.927336,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,10,fh9,22,E3-1,3.3,181.3,910,0.56424229,513.4604842,267,0.423059277,112.956827,998.7088539,329.9862361,1328.69509,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,10,fh9,23,E3-1-1,2.6,155.7,860,0.56424229,485.2483697,513,0.423059277,217.0294091,485.2483697,217.0294091,702.2777788,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,10,fh9,24,E3,5,243.6,2850,0.56424229,1608.090527,813,0.423059277,343.9471922,2606.799381,673.9334283,3280.73281,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,10,fh9,25,E4,2.2,124.7,410,0.56424229,231.339339,299,0.423059277,126.4947238,231.339339,126.4947238,357.8340629,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,10,fh9,26,E5,3.4,223.3,1450,0.56424229,818.151321,751,0.423059277,317.717517,818.151321,317.717517,1135.868838,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,10,fh9,27,E1,8.7,312.9,7500,0.56424229,4231.817178,1037,0.423059277,438.7124702,10108.40063,2034.492063,12142.89269,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,10,fh9,28,F1,4.4,320.4,4175,0.56424229,2355.711562,929,0.423059277,393.0220683,2355.711562,393.0220683,2748.73363,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,10,fh9,29,G1,2.3,192.4,810,0.56424229,457.0362552,210,0.423059277,88.84244817,457.0362552,88.84244817,545.8787033,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,10,fh9,30,H1,3.5,196.3,1450,0.56424229,818.151321,407,0.423059277,172.1851257,818.151321,172.1851257,990.3364467,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,10,fh9,31,I2,2.6,150,625,0.56424229,352.6514315,345,0.423059277,145.9554506,352.6514315,145.9554506,498.606882,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,10,fh9,32,I3,2.6,128.4,460,0.56424229,259.5514536,273,0.423059277,115.4951826,259.5514536,115.4951826,375.0466362,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,10,fh9,33,I1,5.2,224.9,5500,0.56424229,3103.332597,1721,0.423059277,728.0850157,3715.535482,989.5356489,4705.071131,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,10,fh9,34,J2,3.2,181.2,540,0.56424229,304.6908368,824,0.423059277,348.6008442,304.6908368,348.6008442,653.291681,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,10,fh9,35,J1,4.5,213.4,1575,0.56424229,888.6816073,398,0.423059277,168.3775922,1193.372444,516.9784365,1710.350881,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,10,fh9,36,K1,2.4,135.8,490,0.56424229,276.4787223,305,0.423059277,129.0330795,276.4787223,129.0330795,405.5118017,-0.200685737,0.106846439,0.9,570,14.545033
Lakamane,Combretum glutinosum,3,3,10,fh9,37,MS,16.7,593.4,53000,0.56424229,29904.84139,1015,0.423059277,429.4051662,101157.3578,17224.85846,118382.2163,-0.200685737,0.106846439,0.9,570,14.545033
