Participant,Condition Name,Condition Number,Age,IQ,Estimated Speed (mph),Reaction Time (ms)
15171,Collide,4,38,96,3.1681E+01,459.4473418
15172,Collide,4,29,68,4.2967E+01,548.5861047
15173,Collide,4,50,103,5.4471E+01,194.3963603
15174,Collide,4,47,117,3.2218E+01,563.6366218
15175,Collide,4,51,100,3.9614E+01,415.5096864
15176,Collide,4,27,87,5.7772E+01,439.0714393
15177,Collide,4,45,99,4.5068E+01,315.4991303
15178,Collide,4,42,94,4.5444E+01,188.4905398
15179,Collide,4,28,119,4.2545E+01,384.5427782
15180,Collide,4,56,122,4.0724E+01,251.7937619
15181,Collide,4,55,109,4.8889E+01,591.9228758
15182,Collide,4,47,55,3.7391E+01,213.8276402
15183,Collide,4,55,107,5.0603E+01,351.4782776
15184,Collide,4,39,96,4.4392E+01,269.4451502
15185,Collide,4,35,74,3.1884E+01,264.8790789
15186,Collide,4,45,122,4.2889E+01,352.2710127
15187,Collide,4,67,71,4.3271E+01,262.584752
15188,Collide,4,30,100,3.9845E+01,440.6727999
15189,Collide,4,13,115,4.2275E+01,273.4273161
15190,Collide,4,51,128,3.9457E+01,221.303389
15191,Collide,4,55,109,4.3358E+01,386.4008293
15192,Collide,4,22,115,4.3234E+01,237.4356705
15193,Collide,4,45,94,3.8912E+01,158.1787602
15194,Collide,4,29,79,3.1652E+01,31.55866772
15195,Collide,4,50,81,4.3332E+01,409.4690631
15196,Collide,4,47,97,5.5660E+01,382.3685842
15197,Collide,4,60,112,3.8482E+01,167.9712717
15198,Collide,4,47,107,3.7385E+01,314.8872671
15199,Collide,4,48,136,4.3250E+01,431.504429
15200,Collide,4,39,118,4.0862E+01,180.5034482
15201,Collide,4,19,95,4.6674E+01,434.5752613
15202,Collide,4,55,116,3.0850E+01,345.3930452
15203,Collide,4,36,110,3.0876E+01,329.487344
15204,Collide,4,72,87,4.3912E+01,328.681907
15205,Collide,4,42,101,3.8661E+01,489.3669944
15206,Collide,4,34,102,4.2371E+01,503.4453225
15207,Collide,4,39,125,4.2248E+01,200.7024659
15208,Collide,4,87,101,4.7179E+01,377.9074185
15209,Collide,4,62,104,4.4786E+01,132.3471413
15210,Collide,4,52,108,4.2253E+01,506.4414034
15211,Collide,4,58,110,4.2750E+01,248.1024933
15212,Collide,4,26,118,3.8454E+01,490.9324309
15213,Collide,4,20,100,4.3377E+01,539.1357347
15214,Collide,4,65,88,4.8537E+01,359.4979199
15215,Collide,4,49,89,5.0310E+01,136.5692376
15216,Collide,4,62,99,4.2435E+01,289.027073
15217,Collide,4,13,120,3.3839E+01,429.2550126
15218,Collide,4,55,111,3.7460E+01,331.8043922
15219,Collide,4,37,110,4.2239E+01,126.3793983
15220,Collide,4,40,118,4.5648E+01,336.4946743
15221,Collide,4,9,115,4.1517E+01,341.0557333
15222,Collide,4,45,75,4.4031E+01,454.4306906
15223,Collide,4,34,90,3.5148E+01,467.3631175
15224,Collide,4,19,103,4.1621E+01,140.3896602
15225,Collide,4,35,111,4.3083E+01,447.5086563
15226,Collide,4,43,122,5.2240E+01,64.25970133
15227,Collide,4,44,98,5.1154E+01,325.8146377
15228,Collide,4,61,90,3.8619E+01,346.0358654
15229,Collide,4,42,93,4.7139E+01,207.800765
15230,Collide,4,34,90,3.9996E+01,287.3631434
15231,Collide,4,52,101,3.5294E+01,238.9611176
15232,Collide,4,35,98,5.6702E+01,175.0735251
15233,Collide,4,27,81,3.8066E+01,279.0911245
15234,Collide,4,48,117,4.4558E+01,175.9568932
15235,Collide,4,28,115,4.4578E+01,259.9321795
15236,Collide,4,32,112,4.5506E+01,596.470355
15237,Collide,4,46,91,3.9356E+01,208.5453299
15238,Collide,4,46,97,5.4120E+01,330.0938063
15239,Collide,4,35,106,2.9195E+01,238.7607616
15240,Collide,4,8,80,3.8047E+01,257.752616
15241,Collide,4,54,82,4.2316E+01,304.8018865
15242,Collide,4,45,96,3.4486E+01,286.6821414
15243,Collide,4,34,90,4.8442E+01,426.6191042
15244,Collide,4,30,115,3.2733E+01,66.7207108
15245,Collide,4,74,141,4.2561E+01,319.3696386
15246,Collide,4,55,96,4.0831E+01,355.9810239
15247,Collide,4,56,91,4.8259E+01,385.6270477
15248,Collide,4,39,83,4.8432E+01,90.96933031
15249,Collide,4,29,68,3.3695E+01,327.8191982
15250,Collide,4,15,103,4.7414E+01,285.4700682
15251,Collide,4,37,107,4.0819E+01,175.5131307
15252,Collide,4,41,91,4.0366E+01,148.6758269
15253,Collide,4,65,107,4.1198E+01,375.0814216
15254,Collide,4,12,94,4.0272E+01,375.8997743
15255,Collide,4,23,89,4.7493E+01,202.0216862
15256,Collide,4,58,115,4.4878E+01,540.9874619
15257,Collide,4,76,80,4.0284E+01,433.6891577
15258,Collide,4,58,95,3.8276E+01,386.8787616
15259,Collide,4,77,82,3.0719E+01,334.4012812
15260,Collide,4,55,114,3.4121E+01,466.177302
15261,Collide,4,49,110,4.2993E+01,329.5253671
15262,Collide,4,41,110,3.6248E+01,321.4702189
15263,Collide,4,73,67,4.5985E+01,442.2754696
15264,Collide,4,64,95,4.8034E+01,94.64790075
15265,Collide,4,41,104,3.8447E+01,67.78841811
15266,Collide,4,65,103,4.2360E+01,436.1083538
15267,Collide,4,38,108,4.0613E+01,266.5058325
15268,Collide,4,46,111,3.6623E+01,269.0784832
15269,Collide,4,56,88,5.3110E+01,337.0055531
15270,Collide,4,55,161,3.5376E+01,80.35233669
15271,Collide,4,51,127,3.3680E+01,136.3897492
15272,Collide,4,30,103,4.0336E+01,284.3246761
15273,Collide,4,21,106,3.6047E+01,455.1466669
15274,Collide,4,25,100,4.2434E+01,371.8289885
15275,Collide,4,46,125,4.9281E+01,316.0962592
15276,Collide,4,48,86,4.9167E+01,312.2363376
15277,Collide,4,35,71,3.7413E+01,442.9976851
15278,Collide,4,53,105,3.1221E+01,397.7216264
15279,Collide,4,36,124,3.3393E+01,346.043752
15280,Collide,4,10,104,2.9589E+01,507.2781387
15281,Collide,4,38,92,3.6628E+01,336.3124282
15282,Collide,4,43,111,3.3715E+01,206.187169
15283,Collide,4,38,78,2.7585E+01,362.3086249
15284,Collide,4,38,92,3.6744E+01,58.50134293
15285,Collide,4,28,111,4.3638E+01,361.3785099
15286,Collide,4,55,104,3.1732E+01,320.8298935
15287,Collide,4,34,105,4.6217E+01,305.9861529
15288,Collide,4,28,65,4.6244E+01,276.1124824
15289,Collide,4,51,88,4.4164E+01,223.4238722
15290,Collide,4,74,82,5.0250E+01,348.1622706
15291,Collide,4,25,93,4.5631E+01,125.0515601
15292,Collide,4,34,92,4.2351E+01,242.4207322
15293,Collide,4,38,85,3.2852E+01,214.9886103
15294,Collide,4,27,82,5.6388E+01,315.7732432
15295,Collide,4,28,107,5.3430E+01,218.2191311
15296,Collide,4,34,91,4.1857E+01,122.4111057
15297,Collide,4,28,119,4.2476E+01,228.4980176
15298,Collide,4,44,114,3.4374E+01,209.9065707
15299,Collide,4,49,113,3.4598E+01,-158.892125
15300,Collide,4,20,99,3.9714E+01,229.0184247
15301,Collide,4,37,111,5.4249E+01,477.1202441
15302,Collide,4,56,129,4.2492E+01,234.8260971
15303,Collide,4,20,81,3.3364E+01,328.7520738
15304,Collide,4,50,93,4.1157E+01,461.4007764
15305,Collide,4,50,116,4.0064E+01,147.2156748
15306,Collide,4,54,112,3.2267E+01,136.4509888
15307,Collide,4,38,111,1.9731E+01,283.9111883
15308,Collide,4,31,92,4.1624E+01,497.5950195
15309,Collide,4,45,118,2.7199E+01,575.2352964
15310,Collide,4,33,101,2.7792E+01,198.3413164
15311,Collide,4,32,93,3.8264E+01,417.4217624
15312,Collide,4,53,92,4.7191E+01,285.8907944
15313,Collide,4,64,77,4.4737E+01,328.1866422
15314,Collide,4,31,111,4.7884E+01,502.6088532
15315,Collide,4,58,115,3.6770E+01,425.4290806
15316,Collide,4,53,102,4.3182E+01,258.851108
15317,Collide,4,35,93,4.5843E+01,53.12245369
15318,Collide,4,43,91,4.1473E+01,241.4174909
15319,Collide,4,37,121,4.5176E+01,462.3820082
15320,Collide,4,40,108,3.6727E+01,266.5878606
15321,Collide,4,50,88,4.2493E+01,652.7343269
15322,Collide,4,40,101,3.2037E+01,314.4939645
15323,Collide,4,56,86,4.5510E+01,-65.51266925
15324,Collide,4,48,92,3.4650E+01,265.0003428
15325,Collide,4,24,108,5.0762E+01,-11.70125993
15326,Collide,4,21,115,3.8076E+01,344.657513
15327,Collide,4,2,106,4.0378E+01,82.12650738
15328,Collide,4,33,114,4.3727E+01,273.5339867
15329,Collide,4,18,124,3.6171E+01,336.3113576
15330,Collide,4,59,109,4.6844E+01,354.5407894
15331,Collide,4,45,86,2.9491E+01,236.4217805
15332,Collide,4,2,100,3.9196E+01,594.0510557
15333,Collide,4,69,93,4.2567E+01,287.3661506
15334,Collide,4,59,121,3.6142E+01,15.37194567
15335,Collide,4,30,122,4.2206E+01,165.907091
15336,Collide,4,36,98,4.8582E+01,625.7839849
15337,Collide,4,49,122,4.1180E+01,250.1805628
15338,Collide,4,62,126,4.7660E+01,120.8382415
15339,Collide,4,53,96,5.0422E+01,447.0776432
15340,Collide,4,38,94,3.9791E+01,277.3135492
15341,Collide,4,28,117,3.4739E+01,285.0658078
15342,Collide,4,54,102,3.4669E+01,340.6458318
15343,Collide,4,50,108,2.6390E+01,131.540929
15344,Collide,4,45,117,4.9391E+01,467.6734905
15345,Collide,4,29,99,4.0364E+01,325.3463078
15346,Collide,4,40,80,4.0413E+01,280.7489202
15347,Collide,4,73,79,2.9231E+01,247.8983566
15348,Collide,4,24,120,3.2300E+01,345.9233613
15349,Collide,4,58,97,4.0732E+01,405.0315651
15350,Collide,4,38,109,3.1303E+01,326.0922463
15351,Collide,4,54,126,4.4570E+01,23.22394277
15352,Collide,4,57,103,3.9654E+01,120.6446415
15353,Collide,4,53,89,3.3072E+01,389.5790501
15354,Collide,4,39,107,3.6953E+01,98.1906144
15355,Collide,4,42,98,5.3290E+01,325.9903747
15356,Collide,4,33,104,3.5817E+01,247.5246736
15357,Collide,4,23,95,4.2980E+01,361.5625099
15358,Collide,4,56,105,4.0697E+01,136.9332368
15359,Collide,4,67,92,3.9015E+01,351.0829633
15360,Collide,4,42,103,3.6954E+01,289.6991226
15361,Collide,4,20,102,3.6888E+01,277.4211864
15362,Collide,4,36,97,3.8023E+01,303.9834259
15363,Collide,4,37,81,5.1884E+01,20.07677753
15364,Collide,4,58,99,4.1064E+01,387.4975784
15365,Collide,4,59,89,5.0203E+01,431.8986225
15366,Collide,4,33,94,4.0953E+01,497.2247555
15367,Collide,4,34,90,5.2203E+01,374.3761047
15368,Collide,4,47,96,4.2876E+01,322.4849798
15369,Collide,4,44,108,3.8586E+01,230.5003519
15370,Collide,4,37,135,4.1926E+01,150.6054926
15371,Collide,4,27,88,3.7219E+01,185.907532
15372,Collide,4,35,125,3.7179E+01,232.9688985
15373,Collide,4,33,102,4.1080E+01,336.7735558
15374,Collide,4,26,93,4.3475E+01,69.39088429
15375,Collide,4,53,113,3.9824E+01,265.6769495
15376,Collide,4,24,118,3.4046E+01,527.7457788
15377,Collide,4,37,80,4.5767E+01,263.0258959
15378,Collide,4,36,98,3.5886E+01,-216.5307956
15379,Collide,4,55,123,3.6801E+01,481.6377044
15380,Collide,4,36,94,3.6560E+01,15.147798
15381,Collide,4,35,73,3.8538E+01,218.8663147
15382,Collide,4,36,110,3.3315E+01,338.5596414
15383,Collide,4,39,97,4.2408E+01,374.5775141
15384,Collide,4,37,121,3.4733E+01,37.08323015
15385,Collide,4,38,108,3.8517E+01,201.8208645
15386,Collide,4,60,126,4.1407E+01,386.5128302
15387,Collide,4,37,118,3.2706E+01,631.3092522
15388,Collide,4,38,104,3.7276E+01,180.4541003
15389,Collide,4,33,86,4.1016E+01,235.9202968
15390,Collide,4,34,96,3.8929E+01,206.5759585
15391,Collide,4,19,104,4.2481E+01,324.507379
15392,Collide,4,42,119,4.8914E+01,229.7131215
15393,Collide,4,48,127,4.2754E+01,161.7790362
15394,Collide,4,52,103,3.8707E+01,403.4065353
15395,Collide,4,38,89,4.2021E+01,227.3527215
15396,Collide,4,10,102,3.4738E+01,158.3837593
15397,Collide,4,57,95,4.3817E+01,234.8434802
15398,Collide,4,48,109,3.7668E+01,384.1441027
15399,Collide,4,61,99,3.2659E+01,283.0423388
15400,Collide,4,41,117,3.7641E+01,226.592238
15401,Collide,4,39,94,4.0643E+01,89.98225795
15402,Collide,4,44,116,4.5626E+01,390.8337792
15403,Collide,4,24,95,3.7449E+01,411.8102307
15404,Collide,4,52,98,3.5329E+01,587.0763362
15405,Collide,4,42,99,4.2211E+01,211.3072872
15406,Collide,4,80,90,3.2993E+01,74.04215301
15407,Collide,4,69,119,3.8729E+01,494.8221895
15408,Collide,4,44,102,4.3068E+01,278.1823248
15409,Collide,4,60,99,4.4342E+01,-47.37280208
15410,Collide,4,64,108,3.9798E+01,515.0856295
15411,Collide,4,24,111,3.5025E+01,168.9639194
15412,Collide,4,53,122,2.9872E+01,201.0981028
15413,Collide,4,31,99,3.6030E+01,199.4228828
15414,Collide,4,23,105,4.0175E+01,213.9684382
15415,Collide,4,42,105,4.6361E+01,407.9246697
15416,Collide,4,34,95,3.6340E+01,480.7370045
15417,Collide,4,43,90,4.9031E+01,432.874218
15418,Collide,4,47,101,4.2217E+01,486.9574708
15419,Collide,4,46,82,3.4429E+01,102.6783743
15420,Collide,4,27,75,4.7498E+01,451.4153384
15421,Collide,4,71,102,3.4852E+01,241.2747366
15422,Collide,4,68,75,3.1604E+01,468.9215093
15423,Collide,4,50,118,3.9481E+01,375.1466829
15424,Collide,4,26,92,3.8442E+01,335.2147198
15425,Collide,4,26,129,3.9156E+01,245.1882109
15426,Collide,4,28,130,4.8638E+01,340.2664156
15427,Collide,4,54,86,4.3202E+01,328.9366372
15428,Collide,4,28,98,4.1936E+01,173.1981796
15429,Collide,4,61,95,3.6127E+01,34.54391481
15430,Collide,4,39,89,4.2224E+01,143.1407587
15431,Collide,4,38,64,4.2991E+01,249.774952
15432,Collide,4,29,92,4.4304E+01,534.1798021
15433,Collide,4,33,103,4.9825E+01,336.3116037
15434,Collide,4,47,73,3.6698E+01,276.8232009
15435,Collide,4,62,70,4.6708E+01,298.8657496
15436,Collide,4,10,98,4.3181E+01,240.3743796
15437,Collide,4,64,111,5.0449E+01,338.0585617
15438,Collide,4,39,81,3.7185E+01,443.8919176
15439,Collide,4,37,88,4.6121E+01,388.8226113
15440,Collide,4,44,80,4.5486E+01,521.0978936
15441,Collide,4,45,87,4.2418E+01,70.24114063
15442,Collide,4,46,93,4.1929E+01,114.7047409
15443,Collide,4,46,89,3.9400E+01,169.8549699
15444,Collide,4,42,87,4.2622E+01,316.6476951
15445,Collide,4,42,110,3.7116E+01,433.8154897
15446,Collide,4,44,87,3.5909E+01,323.1479961
15447,Collide,4,45,79,3.8500E+01,337.7774569
15448,Collide,4,11,90,3.9338E+01,315.8623949
15449,Collide,4,40,117,4.2544E+01,138.2542106
15450,Collide,4,32,85,3.6864E+01,349.3147515
15451,Collide,4,46,93,3.7647E+01,255.2489753
15452,Collide,4,62,116,4.0475E+01,373.8964718
15453,Collide,4,43,77,4.8740E+01,414.7433195
15454,Collide,4,61,68,4.6139E+01,422.619723
15455,Collide,4,39,78,3.1256E+01,272.3886755
15456,Collide,4,37,116,5.1113E+01,590.6455906
15457,Collide,4,50,122,4.0821E+01,445.5561886
15458,Collide,4,62,92,4.2660E+01,309.6008126
15459,Collide,4,60,120,4.7620E+01,341.0179316
15460,Collide,4,39,121,2.8551E+01,588.0353799
15461,Collide,4,28,82,4.2728E+01,595.3370745
15462,Collide,4,53,93,4.3415E+01,439.6019121
15463,Collide,4,50,89,3.8597E+01,332.5016394
15464,Collide,4,37,98,4.4731E+01,280.0594911
15465,Collide,4,61,121,4.0049E+01,152.0393058
15466,Collide,4,56,77,3.6102E+01,323.7253996
15467,Collide,4,42,94,3.9433E+01,206.6421544
15468,Collide,4,42,99,4.3439E+01,334.5076804
15469,Collide,4,55,118,2.8327E+01,384.6570981
15470,Collide,4,48,96,3.3450E+01,321.3899537
15471,Collide,4,23,76,4.4862E+01,457.0052905
15472,Collide,4,66,100,4.6735E+01,355.1098265
15473,Collide,4,56,83,4.4470E+01,389.3836331
15474,Collide,4,32,67,3.4320E+01,326.9118241
15475,Collide,4,42,120,4.4249E+01,294.6061085
15476,Collide,4,31,116,4.3562E+01,517.89235
15477,Collide,4,71,108,4.4996E+01,375.9315364
15478,Collide,4,-1,76,4.1191E+01,290.3320873
15479,Collide,4,62,117,3.7905E+01,150.5435948
15480,Collide,4,54,99,3.3981E+01,294.8062627
15481,Collide,4,60,83,4.2818E+01,328.5563525
15482,Collide,4,41,115,4.3753E+01,346.4728722
15483,Collide,4,43,83,4.8685E+01,126.0364475
15484,Collide,4,66,113,4.0458E+01,225.0108151
15485,Collide,4,22,138,3.1426E+01,500.2926898
15486,Collide,4,45,87,4.0396E+01,502.7447726
15487,Collide,4,66,82,4.8839E+01,462.9554306
15488,Collide,4,17,85,4.1274E+01,302.9914103
15489,Collide,4,42,100,2.5045E+01,509.307057
15490,Collide,4,26,94,3.8453E+01,367.6658106
15491,Collide,4,57,102,2.6206E+01,391.1068256
15492,Collide,4,46,119,4.9738E+01,284.5639616
15493,Collide,4,33,115,5.0270E+01,231.7173134
15494,Collide,4,52,91,4.6606E+01,348.653361
15495,Collide,4,37,99,4.7566E+01,287.8783856
15496,Collide,4,67,104,4.7008E+01,85.88332709
15497,Collide,4,18,116,4.5067E+01,205.8494697
15498,Collide,4,54,119,3.5469E+01,213.0064516
15499,Collide,4,53,125,3.9694E+01,162.7364569
15500,Collide,4,45,127,3.5985E+01,295.9831773
15501,Collide,4,72,69,4.2636E+01,362.338429
15502,Collide,4,44,105,3.3940E+01,297.3723261
15503,Collide,4,17,84,3.5377E+01,345.4111005
15504,Collide,4,47,65,4.0784E+01,191.7268265
15505,Collide,4,38,95,4.1122E+01,460.7171162
15506,Collide,4,47,119,4.0052E+01,250.4256958
15507,Collide,4,21,96,2.4978E+01,182.0712411
15508,Collide,4,65,87,3.5492E+01,299.311118
15509,Collide,4,34,97,2.6892E+01,174.0687146
15510,Collide,4,35,90,2.5195E+01,450.5561726
15511,Collide,4,21,93,4.3649E+01,283.5011545
15512,Collide,4,8,113,3.1361E+01,215.27851
15513,Collide,4,41,112,5.0395E+01,452.14545
15514,Collide,4,52,111,3.6989E+01,164.810184
15515,Collide,4,51,102,3.3589E+01,473.216565
15516,Collide,4,29,72,4.2927E+01,632.1182856
15517,Collide,4,35,112,4.5616E+01,319.5651597
15518,Collide,4,77,96,3.5656E+01,159.3061044
15519,Collide,4,34,89,5.3120E+01,212.905446
15520,Collide,4,59,97,4.7483E+01,388.3042442
15521,Collide,4,44,128,5.0242E+01,52.25167276
15522,Collide,4,28,82,4.5042E+01,415.2057078
15523,Collide,4,55,95,3.2790E+01,345.677307
15524,Collide,4,44,122,4.9555E+01,346.9940854
15525,Collide,4,17,90,3.7142E+01,210.4028066
15526,Collide,4,39,94,3.5105E+01,197.083071
15527,Collide,4,39,73,3.3623E+01,-40.71196393
15528,Collide,4,45,85,4.2983E+01,272.6091613
15529,Collide,4,47,106,3.8142E+01,311.9724494
15530,Collide,4,53,102,3.7318E+01,395.0562934
15531,Collide,4,27,111,3.9034E+01,195.5024483
15532,Collide,4,37,86,5.2689E+01,223.8999304
15533,Collide,4,35,74,2.6498E+01,151.4969512
15534,Collide,4,26,99,4.2022E+01,210.0282944
15535,Collide,4,38,90,4.4178E+01,439.6999682
15536,Collide,4,36,95,4.5764E+01,354.4223955
15537,Collide,4,10,122,5.8752E+01,260.5616485
15538,Collide,4,53,86,3.2215E+01,178.6302374
15539,Collide,4,39,105,4.2555E+01,312.5803566
15540,Collide,4,43,86,5.0342E+01,245.6770512
15541,Collide,4,41,84,4.8708E+01,375.0485047
15542,Collide,4,66,109,3.0058E+01,319.2725682
15543,Collide,4,26,100,3.1359E+01,286.1614739
15544,Collide,4,20,110,4.5260E+01,297.6983012
15545,Collide,4,39,106,3.6066E+01,398.8393341
15546,Collide,4,30,87,4.5514E+01,306.8032054
15547,Collide,4,45,100,4.1158E+01,304.4641691
15548,Collide,4,34,92,4.0328E+01,64.4856148
15549,Collide,4,23,100,3.9168E+01,421.1589013
15550,Collide,4,35,111,4.4678E+01,454.259866
15551,Collide,4,49,82,4.1704E+01,426.1015422
15552,Collide,4,46,116,3.7992E+01,443.3872463
15553,Collide,4,62,98,3.9032E+01,279.1038038
15554,Collide,4,32,95,4.2379E+01,211.5945723
15555,Collide,4,53,81,3.6444E+01,481.0997298
15556,Collide,4,25,80,4.3546E+01,265.4215161
15557,Collide,4,38,101,4.2305E+01,269.966666
15558,Collide,4,40,92,4.9876E+01,305.4751515
15559,Collide,4,52,107,3.4447E+01,-116.2611721
15560,Collide,4,51,123,3.4315E+01,443.6192157
15561,Collide,4,49,90,4.1859E+01,213.7775631
15562,Collide,4,39,94,3.7911E+01,319.0761777
15563,Collide,4,57,77,3.8862E+01,409.3385405
15564,Collide,4,18,114,3.0564E+01,311.1159873
15565,Collide,4,60,85,3.8184E+01,214.0141639
15566,Collide,4,42,79,4.0227E+01,325.8756306
15567,Collide,4,67,102,3.8021E+01,279.7113787
15568,Collide,4,31,102,4.7831E+01,388.2742009
15569,Collide,4,30,118,4.2183E+01,367.7891279
15570,Collide,4,62,121,3.3898E+01,558.9615222
15571,Collide,4,40,117,4.0365E+01,263.0911348
15572,Collide,4,40,95,4.1748E+01,49.07569801
15573,Collide,4,46,115,4.5437E+01,408.9478346
15574,Collide,4,52,116,4.2707E+01,273.4682875
15575,Collide,4,49,95,4.0534E+01,302.2494807
15576,Collide,4,55,97,3.4319E+01,380.0044979
15577,Collide,4,43,123,3.3597E+01,358.2443377
15578,Collide,4,40,105,3.4624E+01,207.6628254
15579,Collide,4,22,121,4.7689E+01,252.5629231
15580,Collide,4,29,90,5.2838E+01,239.9202645
15581,Collide,4,26,126,3.4125E+01,452.8264513
15582,Collide,4,44,77,4.2377E+01,292.0554079
15583,Collide,4,75,121,3.2027E+01,227.8929018
15584,Collide,4,35,74,4.5784E+01,475.3468584
15585,Collide,4,40,98,4.5001E+01,217.803029
15586,Collide,4,25,75,3.2264E+01,292.7768767
15587,Collide,4,57,120,3.6095E+01,260.1858533
15588,Collide,4,18,106,4.1786E+01,482.5918012
15589,Collide,4,44,98,4.7088E+01,590.66399
15590,Collide,4,32,104,3.7696E+01,394.3563853
15591,Collide,4,24,123,3.8675E+01,144.7127695
15592,Collide,4,28,91,4.3569E+01,516.0520662
15593,Collide,4,41,122,3.7660E+01,344.46073
15594,Collide,4,52,101,5.0723E+01,557.119956
15595,Collide,4,48,102,4.2692E+01,418.3128365
15596,Collide,4,58,100,4.2668E+01,313.8609531
15597,Collide,4,63,78,4.9221E+01,501.75112
15598,Collide,4,24,107,3.4953E+01,84.80672146
15599,Collide,4,56,115,4.9579E+01,379.1227612
15600,Collide,4,52,75,2.9203E+01,363.6618652
15601,Collide,4,17,96,3.8964E+01,-68.55851414
15602,Collide,4,43,72,5.0381E+01,525.5013634
15603,Collide,4,61,121,3.6613E+01,286.7238626
15604,Collide,4,39,85,4.5895E+01,261.5201463
15605,Collide,4,37,105,3.9594E+01,160.3653472
15606,Collide,4,62,100,3.6461E+01,472.3551594
15607,Collide,4,55,105,3.5704E+01,101.3174607
15608,Collide,4,28,82,4.1279E+01,294.3502336
15609,Collide,4,55,95,4.9773E+01,96.47637892
15610,Collide,4,30,92,3.4976E+01,305.3825452
15611,Collide,4,49,75,5.3166E+01,311.985401
15612,Collide,4,43,98,3.8801E+01,311.6090162
15613,Collide,4,1,100,2.4811E+01,337.2675269
15614,Collide,4,72,95,4.0619E+01,194.3595895
15615,Collide,4,47,116,4.2441E+01,85.22004364
15616,Collide,4,55,93,4.4955E+01,432.6717383
15617,Collide,4,38,113,3.4044E+01,121.912726
15618,Collide,4,31,119,4.8539E+01,342.1656757
15619,Collide,4,41,64,4.0821E+01,327.9513268
15620,Collide,4,47,116,4.1709E+01,354.3596398
15621,Collide,4,53,111,4.0668E+01,254.4116184
15622,Collide,4,60,100,3.3480E+01,298.7364134
15623,Collide,4,57,116,4.1779E+01,570.8643596
15624,Collide,4,31,114,4.5282E+01,366.7955874
15625,Collide,4,23,112,3.9406E+01,462.8729881
15626,Collide,4,31,124,3.7873E+01,214.3166344
15627,Collide,4,13,87,4.1201E+01,333.0053169
15628,Collide,4,36,90,4.1136E+01,189.8527615
15629,Collide,4,63,86,3.9305E+01,356.1768502
15630,Collide,4,23,95,3.1275E+01,150.4781694
15631,Collide,4,45,93,3.6981E+01,217.5544267
15632,Collide,4,35,117,4.9087E+01,436.5943093
15633,Collide,4,62,123,4.1883E+01,193.1789913
15634,Collide,4,40,86,4.2183E+01,129.0246159
15635,Collide,4,33,109,2.5889E+01,488.0361681
15636,Collide,4,50,100,4.2620E+01,495.7305805
15637,Collide,4,12,124,2.6766E+01,361.9730585
15638,Collide,4,42,59,3.9825E+01,213.4371329
15639,Collide,4,51,82,3.9488E+01,92.99401395
15640,Collide,4,46,85,4.3674E+01,-59.30447268
15641,Collide,4,56,107,3.2076E+01,385.9276384
15642,Collide,4,38,103,3.7868E+01,168.3243031
15643,Collide,4,38,116,3.7148E+01,354.4936456
15644,Collide,4,40,87,4.4741E+01,245.4553607
15645,Collide,4,37,105,3.6762E+01,312.3617222
15646,Collide,4,55,110,3.8688E+01,507.6251859
15647,Collide,4,50,91,4.6702E+01,205.9557726
15648,Collide,4,25,97,4.4743E+01,421.3977828
15649,Collide,4,70,91,3.6772E+01,190.5329419
15650,Collide,4,26,146,5.5307E+01,309.9425851
15651,Collide,4,23,92,4.3676E+01,243.5461528
15652,Collide,4,47,107,4.3092E+01,189.2166407
15653,Collide,4,53,101,5.0269E+01,147.7721298
15654,Collide,4,41,83,4.5826E+01,241.6770388
15655,Collide,4,35,48,4.3577E+01,348.0925353
15656,Collide,4,37,81,4.1991E+01,301.3081194
15657,Collide,4,47,103,5.2054E+01,361.7620027
15658,Collide,4,31,94,4.1208E+01,145.8126603
15659,Collide,4,65,106,4.3415E+01,463.2873691
15660,Collide,4,52,68,2.8251E+01,349.7835667
15661,Collide,4,13,102,4.1439E+01,269.703534
15662,Collide,4,37,84,4.7354E+01,107.5788808
15663,Collide,4,63,83,4.8799E+01,192.3313234
15664,Collide,4,47,99,4.4526E+01,145.4909088
15665,Collide,4,44,108,4.8991E+01,386.9785078
15666,Collide,4,51,91,4.2237E+01,620.401304
15667,Collide,4,75,112,3.5290E+01,146.0420191
15668,Collide,4,55,88,4.4443E+01,153.4063729
15669,Collide,4,33,116,4.0268E+01,58.56635988
15670,Collide,4,47,106,4.5426E+01,91.6352903
15671,Collide,4,37,109,3.8146E+01,530.8360369
15672,Collide,4,39,66,3.2497E+01,262.4771616
15673,Collide,4,34,82,3.9919E+01,477.5951539
15674,Collide,4,45,96,4.7598E+01,459.7116703
15675,Collide,4,53,102,4.7596E+01,272.6359902
15676,Collide,4,48,92,3.9282E+01,274.4576529
15677,Collide,4,28,81,5.1107E+01,258.5807243
15678,Collide,4,52,108,4.9585E+01,49.25562024
15679,Collide,4,44,115,4.3993E+01,573.0387066
15680,Collide,4,20,114,3.7888E+01,384.9444129
15681,Collide,4,53,84,4.6445E+01,-6.17032728
15682,Collide,4,37,88,4.5438E+01,230.2149545
15683,Collide,4,42,104,3.7383E+01,449.6981817
15684,Collide,4,28,62,3.1927E+01,202.7423441
15685,Collide,4,40,122,4.0283E+01,354.9222881
15686,Collide,4,35,90,4.5043E+01,313.6140117
15687,Collide,4,17,104,3.6989E+01,251.8739967
15688,Collide,4,44,126,4.5481E+01,304.1535383
